date,precipitation,sub,event,pre_impact,impact
2017/7/1,0,0,0,0,0
2017/7/2,0.5,0,0,0,0
2017/7/3,0,0,0,0,0
2017/7/4,72,0,âJ,0,0
2017/7/5,9.5,0,0,0,0
2017/7/6,0,0,0,0,0
2017/7/7,0,0,0,0,0
2017/7/8,0,0,0,0,0
2017/7/9,0,0,0,0,0
2017/7/10,0,0,0,0,0
2017/7/11,0,0,0,0,0
2017/7/12,16.5,0,âJ,0,0
2017/7/13,0,0,0,0,0
2017/7/14,10.5,0,âJ,0,0
2017/7/15,0,0,0,0,0
2017/7/16,0,0,0,0,0
2017/7/17,0,0,0,0,0
2017/7/18,0,0,0,0,0
2017/7/19,0,0,0,0,0
2017/7/20,0,0,0,0,0
2017/7/21,5.5,0,0,0,0
2017/7/22,0,0,0,0,0
2017/7/23,0,0,0,0,0
2017/7/24,0,0,0,0,0
2017/7/25,10.5,0,âJ,0,0
2017/7/26,21,0,âJ,0,0
2017/7/27,0,0,0,0,0
2017/7/28,0,0,0,0,0
2017/7/29,0,0,0,0,0
2017/7/30,0,0,0,0,0
2017/7/31,0,0,0,0,0
2017/8/1,0,0,0,0,0
2017/8/2,9,0,0,0,0
2017/8/3,5,0,0,0,0
2017/8/4,3.5,0,0,0,0
2017/8/5,2.5,0,0,0,0
2017/8/6,0,0,0,0,0
2017/8/7,127.5,0,âJ,0,0
2017/8/8,1,0,0,0,0
2017/8/9,0,0,0,0,0
2017/8/10,0,0,0,0,0
2017/8/11,10.5,0,âJ,0,0
2017/8/12,0,0,0,0,0
2017/8/13,0,0,0,0,0
2017/8/14,0,0,0,0,0
2017/8/15,7,0,0,0,0
2017/8/16,5,0,0,0,0
2017/8/17,0,0,0,0,0
2017/8/18,27,0,âJ,0,0
2017/8/19,0,0,0,0,0
2017/8/20,0,0,0,0,0
2017/8/21,0,0,0,0,0
2017/8/22,6.5,0,0,0,0
2017/8/23,1.5,0,0,0,0
2017/8/24,0,0,0,0,0
2017/8/25,0,0,0,0,0
2017/8/26,2.5,0,0,0,0
2017/8/27,0,0,0,0,0
2017/8/28,0,0,0,0,0
2017/8/29,0,0,0,0,0
2017/8/30,0,0,0,0,0
2017/8/31,0,0,0,0,0
2017/9/1,0,0,0,0,0
2017/9/2,0,0,0,0,0
2017/9/3,0,0,0,0,0
2017/9/4,0,0,0,0,0
2017/9/5,2.5,0,0,0,0
2017/9/6,7.5,0,0,0,0
2017/9/7,22,0,âJ,0,0
2017/9/8,0,0,0,0,0
2017/9/9,0,0,0,0,0
2017/9/10,0,0,0,0,0
2017/9/11,0,0,0,0,0
2017/9/12,33.5,0,âJ,0,0
2017/9/13,0,0,0,0,0
2017/9/14,0,0,0,0,0
2017/9/15,0,0,0,0,0
2017/9/16,69,0,âJ,0,0
2017/9/17,60,0,âJ,0,0
2017/9/18,0,0,0,0,0
2017/9/19,0,0,0,0,0
2017/9/20,0,0,0,0,0
2017/9/21,0,0,0,0,0
2017/9/22,12,0,âJ,0,0
2017/9/23,4.5,0,0,0,0
2017/9/24,0,0,0,0,0
2017/9/25,0,0,0,0,0
2017/9/26,0,0,0,0,0
2017/9/27,0,0,0,0,0
2017/9/28,9,0,0,0,0
2017/9/29,0,0,0,0,0
2017/9/30,0,0,0,0,0
2017/10/1,0,0,0,0,0
2017/10/2,35.5,0,âJ,0,0
2017/10/3,2,0,0,0,0
2017/10/4,0,0,0,0,0
2017/10/5,0,0,0,0,0
2017/10/6,21.5,0,âJ,0,0
2017/10/7,2.5,0,0,0,0
2017/10/8,0,0,0,0,0
2017/10/9,7,0,0,0,0
2017/10/10,0,0,0,0,0
2017/10/11,0,0,0,0,0
2017/10/12,0,0,0,0,0
2017/10/13,0,0,0,0,0
2017/10/14,2.5,0,0,0,0
2017/10/15,26,0,âJ,0,0
2017/10/16,49,0,âJ,0,0
2017/10/17,27,0,âJ,0,0
2017/10/18,17.5,0,âJ,0,0
2017/10/19,22.5,0,âJ,0,0
2017/10/20,4.5,0,0,0,0
2017/10/21,42,0,0,0,0
2017/10/22,473.5,0,ë‰ïó,0,0
2017/10/23,24,0,âJ,0,0
2017/10/24,5,0,0,0,0
2017/10/25,18,0,âJ,0,0
2017/10/26,0,0,0,0,0
2017/10/27,0,0,0,0,0
2017/10/28,27,0,âJ,0,0
2017/10/29,81.5,0,âJ,0,0
2017/10/30,0,0,0,0,0
2017/10/31,0,0,0,0,0
2017/11/1,0,0,0,0,0
2017/11/2,0,0,0,0,0
2017/11/3,0,0,0,0,0
2017/11/4,0,0,0,0,0
2017/11/5,0,0,0,0,0
2017/11/6,0,0,0,0,0
2017/11/7,0,0,0,0,0
2017/11/8,11.5,0,âJ,0,0
2017/11/9,0,0,0,0,0
2017/11/10,0,0,0,0,0
2017/11/11,1.5,0,0,0,0
2017/11/12,0,0,0,0,0
2017/11/13,0,0,0,0,0
2017/11/14,11,0,âJ,0,0
2017/11/15,0,0,0,0,0
2017/11/16,0,0,0,0,0
2017/11/17,0,0,0,0,0
2017/11/18,19,0,âJ,0,0
2017/11/19,0,0,0,0,0
2017/11/20,0,0,0,0,0
2017/11/21,0,0,0,0,0
2017/11/22,0,0,0,0,0
2017/11/23,15,0,âJ,0,0
2017/11/24,0,0,0,0,0
2017/11/25,0,0,0,0,0
2017/11/26,0,0,0,0,0
2017/11/27,0,0,0,0,0
2017/11/28,0,0,0,0,0
2017/11/29,0,0,0,0,0
2017/11/30,0,0,0,0,0
2017/12/1,0,0,0,0,0
2017/12/2,0,0,0,0,0
2017/12/3,0,0,0,0,0
2017/12/4,0,0,0,0,0
2017/12/5,0,0,0,0,0
2017/12/6,0,0,0,0,0
2017/12/7,0,0,0,0,0
2017/12/8,0.5,0,0,0,0
2017/12/9,0,0,0,0,0
2017/12/10,0,0,0,0,0
2017/12/11,0,0,0,0,0
2017/12/12,0,0,0,0,0
2017/12/13,0,0,0,0,0
2017/12/14,0,0,0,0,0
2017/12/15,0,0,0,0,0
2017/12/16,0,0,0,0,0
2017/12/17,0,0,0,0,0
2017/12/18,0,0,0,0,0
2017/12/19,0,0,0,0,0
2017/12/20,0,0,0,0,0
2017/12/21,0,0,0,0,0
2017/12/22,0,0,0,0,0
2017/12/23,0,0,0,0,0
2017/12/24,53.5,0,âJ,0,0
2017/12/25,1.5,0,ÉNÉäÉXÉ}ÉX,0,0
2017/12/26,0,0,0,0,0
2017/12/27,0,0,0,0,0
2017/12/28,0,0,0,0,0
2017/12/29,0,0,0,0,0
2017/12/30,0,0,0,0,0
2017/12/31,0.5,0,0,0,0
2018/1/1,0,0,0,0,0
2018/1/2,0,0,0,0,0
2018/1/3,0,0,0,0,0
2018/1/4,0,0,0,0,0
2018/1/5,0,0,0,0,0
2018/1/6,0,0,0,0,0
2018/1/7,0,0,0,0,0
2018/1/8,31,0,âJ,0,0
2018/1/9,3.5,0,0,0,0
2018/1/10,0,0,0,0,0
2018/1/11,0,0,0,0,0
2018/1/12,0,0,0,0,0
2018/1/13,0,0,0,0,0
2018/1/14,0,0,0,0,0
2018/1/15,0,0,0,0,0
2018/1/16,0,0,0,0,0
2018/1/17,13.5,0,âJ,0,0
2018/1/18,0,0,0,0,0
2018/1/19,0,0,0,0,0
2018/1/20,0,0,0,0,0
2018/1/21,0,0,0,0,0
2018/1/22,16.5,0,âJ,0,0
2018/1/23,0,0,0,0,0
2018/1/24,0,0,0,0,0
2018/1/25,0,0,0,0,0
2018/1/26,1,0,0,0,0
2018/1/27,0,0,0,0,0
2018/1/28,0,0,0,0,0
2018/1/29,0,0,0,0,0
2018/1/30,0,0,0,0,0
2018/1/31,0,0,0,0,0
2018/2/1,8,0,0,0,0
2018/2/2,0.5,0,0,0,0
2018/2/3,1,0,0,0,0
2018/2/4,0,0,0,0,0
2018/2/5,0,0,0,0,0
2018/2/6,0,0,0,0,0
2018/2/7,0,0,0,0,0
2018/2/8,0,0,0,0,0
2018/2/9,0,0,0,0,0
2018/2/10,2,0,0,0,0
2018/2/11,0.5,0,0,0,0
2018/2/12,0,0,0,0,0
2018/2/13,0,0,0,0,0
2018/2/14,0,0,0,0,0
2018/2/15,0,0,0,0,0
2018/2/16,0,0,0,0,0
2018/2/17,0,0,0,0,0
2018/2/18,0,0,0,0,0
2018/2/19,0,0,0,0,0
2018/2/20,0,0,0,0,0
2018/2/21,0,0,0,0,0
2018/2/22,0,0,0,0,0
2018/2/23,0,0,0,0,0
2018/2/24,0,0,0,0,0
2018/2/25,0,0,0,0,0
2018/2/26,0,0,0,0,0
2018/2/27,0,0,0,0,0
2018/2/28,14,0,âJ,0,0
2018/3/1,40,0,âJ,0,0
2018/3/2,0,0,0,0,0
2018/3/3,0,0,0,0,0
2018/3/4,0,0,0,0,0
2018/3/5,31.5,0,âJ,0,0
2018/3/6,0,0,0,0,0
2018/3/7,0,0,0,0,0
2018/3/8,103,0,âJ,0,0
2018/3/9,15,0,âJ,0,0
2018/3/10,0,0,0,0,0
2018/3/11,0,0,0,0,0
2018/3/12,0,0,0,0,0
2018/3/13,0,0,0,0,0
2018/3/14,0,0,0,0,0
2018/3/15,0,0,0,0,0
2018/3/16,3.5,0,0,0,0
2018/3/17,0,0,0,0,0
2018/3/18,0,0,0,0,0
2018/3/19,7,0,0,0,0
2018/3/20,23.5,0,âJ,0,0
2018/3/21,56,0,âJ,0,0
2018/3/22,10,0,âJ,0,0
2018/3/23,0,0,0,0,0
2018/3/24,0,0,0,0,0
2018/3/25,0,0,0,0,0
2018/3/26,0,0,0,0,0
2018/3/27,0,0,0,0,0
2018/3/28,0,0,0,0,0
2018/3/29,0,0,0,0,0
2018/3/30,0,0,0,0,0
2018/3/31,0,0,0,0,0
2018/4/1,0,0,0,0,0
2018/4/2,0,0,0,0,0
2018/4/3,0,0,0,0,0
2018/4/4,0,0,0,0,0
2018/4/5,0,0,0,0,0
2018/4/6,6,0,0,0,0
2018/4/7,0,0,0,0,0
2018/4/8,0,0,0,0,0
2018/4/9,0,0,0,0,0
2018/4/10,0,0,0,0,0
2018/4/11,0,0,0,0,0
2018/4/12,0,0,0,0,0
2018/4/13,0,0,0,0,0
2018/4/14,2.5,0,0,0,0
2018/4/15,18.5,0,âJ,0,0
2018/4/16,0,0,0,0,0
2018/4/17,39,0,âJ,0,0
2018/4/18,29,0,âJ,0,0
2018/4/19,0,0,0,0,0
2018/4/20,0,0,0,0,0
2018/4/21,0,0,0,0,0
2018/4/22,0,0,0,0,0
2018/4/23,0,0,0,0,0
2018/4/24,5,0,0,0,0
2018/4/25,38.5,0,âJ,0,0
2018/4/26,0,0,0,0,0
2018/4/27,0,0,0,0,0
2018/4/28,0,0,0,0,0
2018/4/29,0,0,0,0,0
2018/4/30,0,0,0,0,0
2018/5/1,0,0,0,0,0
2018/5/2,21,0,âJ,0,0
2018/5/3,17.5,0,âJ,0,0
2018/5/4,0,0,0,0,0
2018/5/5,0,0,0,0,0
2018/5/6,1.5,0,0,0,0
2018/5/7,31.5,0,âJ,0,0
2018/5/8,24.5,0,âJ,0,0
2018/5/9,19,0,âJ,0,0
2018/5/10,0,0,0,0,0
2018/5/11,0,0,0,0,0
2018/5/12,0,0,0,0,0
2018/5/13,40,0,âJ,0,0
2018/5/14,1,0,0,0,0
2018/5/15,0,0,0,0,0
2018/5/16,0,0,0,0,0
2018/5/17,0,0,0,0,0
2018/5/18,0,0,0,0,0
2018/5/19,15,0,âJ,0,0
2018/5/20,0,0,0,0,0
2018/5/21,0,0,0,0,0
2018/5/22,0,0,0,0,0
2018/5/23,14.5,0,âJ,0,0
2018/5/24,2.5,0,0,0,0
2018/5/25,0,0,0,0,0
2018/5/26,0,0,0,0,0
2018/5/27,0,0,0,0,0
2018/5/28,0,0,0,0,0
2018/5/29,0,0,0,0,0
2018/5/30,26,0,âJ,0,0
2018/5/31,6,0,0,0,0
2018/6/1,0,0,0,0,0
2018/6/2,0,0,0,0,0
2018/6/3,0,0,0,0,0
2018/6/4,0,0,0,0,0
2018/6/5,1,0,0,0,0
2018/6/6,46.5,0,âJ,0,0
2018/6/7,15,0,0,0,0
2018/6/8,5,0,0,0,0
2018/6/9,0.5,0,0,0,0
2018/6/10,10,0,âJ,0,0
2018/6/11,3.5,0,0,0,0
2018/6/12,0,0,0,0,0
2018/6/13,0,0,0,0,0
2018/6/14,0,0,0,0,0
2018/6/15,12,0,âJ,0,0
2018/6/16,0,0,0,0,0
2018/6/17,0,0,0,0,0
2018/6/18,17.5,0,âJ,0,0
2018/6/19,1,0,0,0,0
2018/6/20,83.5,0,âJ,0,0
2018/6/21,0.5,0,0,0,0
2018/6/22,0,0,0,0,0
2018/6/23,20,0,âJ,0,0
2018/6/24,6,0,0,0,0
2018/6/25,0,0,0,0,0
2018/6/26,0,0,0,0,0
2018/6/27,0,0,0,0,0
2018/6/28,0,0,0,0,0
2018/6/29,3.5,0,0,0,0
2018/6/30,0.5,0,0,0,0
2018/7/1,0,0,0,0,0
2018/7/2,0,0,0,0,0
2018/7/3,0,0,0,0,0
2018/7/4,12.5,0,âJ,0,0
2018/7/5,9.5,0,0,0,0
2018/7/6,51,0,âJ,0,0
2018/7/7,20,0,âJ,0,0
2018/7/8,0.5,0,0,0,0
2018/7/9,1.5,3.533920288,0,0,0
2018/7/10,0,-12.07862854,0,0,0
2018/7/11,0,-36.57421875,0,0,0
2018/7/12,0,-31.03030396,0,0,0
2018/7/13,0,-51.2409668,0,0,0
2018/7/14,0,124.9456482,ÉCÉxÉìÉg,1,3
2018/7/15,0,91.4932251,"ÉCÉxÉìÉg,éOòAãx",1,3
2018/7/16,0,44.93344116,éOòAãx,0,0.5
2018/7/17,0,-179.7179565,éOòAãx,0,0
2018/7/18,0,-75.75743103,0,0,0
2018/7/19,0,-68.87805176,0,0,0
2018/7/20,0,-106.3170776,0,0,0
2018/7/21,0,-5.290405273,0,0,0
2018/7/22,0,-64.74545288,0,0,0
2018/7/23,0,-62.30316162,0,0,0
2018/7/24,0,-77.42828369,0,0,0
2018/7/25,0,-31.62574768,0,0,0
2018/7/26,3,-92.48397827,0,0,0
2018/7/27,0,-9.399200439,0,0,0
2018/7/28,29.5,-160.8323669,âJ,0,0
2018/7/29,77,-120.0880737,âJ,0,0
2018/7/30,4.5,-9.741607666,0,0,0
2018/7/31,0,-117.8579102,0,0,0
2018/8/1,0,53.32795715,0,0,0
2018/8/2,0,-59.60876465,0,0,0
2018/8/3,0,-40.96090698,0,0,0
2018/8/4,0,-4.06652832,0,0,0
2018/8/5,0,-16.64093018,0,0,0
2018/8/6,0,-36.39468384,0,0,0
2018/8/7,64,-62.47463989,âJ,0,0
2018/8/8,0,824.4098206,0,0,0
2018/8/9,0,-176.0368042,0,0,0
2018/8/10,0,-43.23712158,0,0,0
2018/8/11,0,-32.2722168,0,0,0
2018/8/12,0,-38.6930542,0,0,0
2018/8/13,0,147.3852844,Ç®ñ~,0,2
2018/8/14,0,15.40167236,Ç®ñ~,0,0
2018/8/15,16.5,1.161499023,"Ç®ñ~,âJ",0,0
2018/8/16,2,-4.675231934,0,0,0
2018/8/17,0,-23.13641357,0,0,0
2018/8/18,0,-150.5185547,0,0,0
2018/8/19,0,-104.0247803,0,0,0
2018/8/20,8.5,66.53833008,0,0,0
2018/8/21,50,-14.7789917,âJ,0,0
2018/8/22,2,-0.108276367,0,0,0
2018/8/23,76.5,-148.2880249,âJ,0,0
2018/8/24,23,-104.9075317,âJ,0,0
2018/8/25,0,51.0925293,0,0,0
2018/8/26,0,-29.98913574,0,0,0
2018/8/27,0,-15.53491211,0,0,0
2018/8/28,15,-3.592407227,âJ,0,0
2018/8/29,3,14.62548828,0,0,0
2018/8/30,0,22.01489258,0,0,0
2018/8/31,0.5,-87.16897583,0,0,0
2018/9/1,12,15.23141479,âJ,0,0
2018/9/2,2.5,-21.37460327,0,0,0
2018/9/3,12,34.73497009,âJ,0,0
2018/9/4,181.5,49.22389221,âJ,0,0
2018/9/5,0,-41.55310059,0,0,0
2018/9/6,2.5,-55.74136353,0,0,0
2018/9/7,4.5,-30.0647583,0,0,0
2018/9/8,5.5,34.05783081,0,0,0
2018/9/9,3,24.83706665,0,0,0
2018/9/10,72,-55.72354126,âJ,0,0
2018/9/11,3.5,57.87704468,0,0,0
2018/9/12,2.5,21.02255249,0,0,0
2018/9/13,0.5,8.161392212,0,0,0
2018/9/14,6,-50.81964111,0,0,0
2018/9/15,0.5,174.0094604,éOòAãx,1,3
2018/9/16,0,131.0099792,éOòAãx,1,3
2018/9/17,0,153.1873169,éOòAãx,0.5,0.5
2018/9/18,0,-25.73345947,0,0,0
2018/9/19,0,-10.23130798,0,0,0
2018/9/20,47,-39.12208557,âJ,0,0
2018/9/21,11,-116.1765442,âJ,0,0
2018/9/22,7.5,132.7110901,éOòAãx,1,3
2018/9/23,0,230.5994873,éOòAãx,1,3
2018/9/24,0,35.87310791,éOòAãx,0.5,0.5
2018/9/25,6.5,-48.54226685,0,0,0
2018/9/26,37.5,-1.903762817,0,0,0
2018/9/27,16,-121.7601013,0,0,0
2018/9/28,0,-74.11761475,0,0,0
2018/9/29,89.5,-77.36651611,0,0,0
2018/9/30,144.5,-313.6004028,ë‰ïó,-1,-3
2018/10/1,0,-24.11187744,0,0,0
2018/10/2,0,8.679359436,0,0,0
2018/10/3,0,103.2201538,0,0,0
2018/10/4,22,-76.43240356,0,0,0
2018/10/5,10.5,-43.34288025,0,0,0
2018/10/6,23,113.681427,éOòAãx,1,3
2018/10/7,0,59.56640625,éOòAãx,1,3
2018/10/8,0,-56.70822144,éOòAãx,0.5,0.5
2018/10/9,0,-94.39733887,0,0,0
2018/10/10,0.5,5.081298828,0,0,0
2018/10/11,0,-90.40596008,âJ,-0.5,-2
2018/10/12,0,-37.32048035,0,0,0
2018/10/13,1,101.3279419,0,0,0
2018/10/14,5,27.25973511,0,0,0
2018/10/15,6.5,47.89190674,0,0,0
2018/10/16,1.5,15.46228027,0,0,0
2018/10/17,0,12.38127136,0,0,0
2018/10/18,0,18.88702393,0,0,0
2018/10/19,1,-100.9891968,0,0,0
2018/10/20,0,108.3557434,0,0,0
2018/10/21,0,16.25958252,0,0,0
2018/10/22,0,49.33456421,0,0,0
2018/10/23,0.5,38.97227478,0,0,0
2018/10/24,1,-8.549911499,0,0,0
2018/10/25,0,-0.685974121,0,0,0
2018/10/26,1,-41.42489624,0,0,0
2018/10/27,0.5,50.41717529,0,0,0
2018/10/28,0,-33.71408081,0,0,0
2018/10/29,0,-17.443573,0,0,0
2018/10/30,0,-26.79414368,0,0,0
2018/10/31,0,-57.12139893,0,0,0
2018/11/1,0,37.3082428,0,0,0
2018/11/2,0,-26.96191406,0,0,0
2018/11/3,0,141.7593079,0,0,0
2018/11/4,10,-59.17016602,0,0,0
2018/11/5,4,-28.86590576,0,0,0
2018/11/6,48,-18.70652771,0,0,0
2018/11/7,0,3.101119995,0,0,0
2018/11/8,0,12.07704163,0,0,0
2018/11/9,14,-51.89326477,âJ,-0.5,-2
2018/11/10,0,150.2672424,0,0,0
2018/11/11,0,50.55459595,0,0,0
2018/11/12,0,26.89825439,0,0,0
2018/11/13,0.5,41.5443573,0,0,0
2018/11/14,0,66.99913025,0,0,0
2018/11/15,0,-39.8939209,0,0,0
2018/11/16,0,3.675689697,0,0,0
2018/11/17,0,125.0167847,0,0,0
2018/11/18,0,-5.718200684,0,0,0
2018/11/19,1.5,-21.48937988,0,0,0
2018/11/20,0,34.33146667,0,0,0
2018/11/21,0,29.87915039,0,0,0
2018/11/22,1,65.24510193,0,0,0
2018/11/23,0,52.55331421,éOòAãx,1,3
2018/11/24,0,-62.38696289,éOòAãx,1,3
2018/11/25,0,-204.5137329,éOòAãx,0.5,0.5
2018/11/26,0,-42.59350586,0,0,0
2018/11/27,0,49.51000977,0,0,0
2018/11/28,3.5,-69.91220093,0,0,0
2018/11/29,0,-65.51727295,0,0,0
2018/11/30,0,-21.48498535,0,0,0
2018/12/1,0,98.35479736,0,0,0
2018/12/2,0,-45.88790894,0,0,0
2018/12/3,2,-17.81010437,0,0,0
2018/12/4,2.5,20.22070313,0,0,0
2018/12/5,0.5,50.98629761,0,0,0
2018/12/6,1,-44.55319214,0,0,0
2018/12/7,0,10.77659607,0,0,0
2018/12/8,0,107.2332153,0,0,0
2018/12/9,0,3.224639893,0,0,0
2018/12/10,0,-0.705215454,0,0,0
2018/12/11,3,-2.49256897,0,0,0
2018/12/12,14,72.2301178,0,0,0
2018/12/13,0,-13.58776855,0,0,0
2018/12/14,0,-74.83174133,0,0,0
2018/12/15,0,122.1949158,0,0,0
2018/12/16,3,12.49307251,0,0,0
2018/12/17,11.5,62.10641479,0,0,0
2018/12/18,0,17.06369019,0,0,0
2018/12/19,0,7.292480469,0,0,0
2018/12/20,0,-9.684204102,0,0,0
2018/12/21,1.5,-114.3707581,0,0,0
2018/12/22,26,132.0219727,0,0,0
2018/12/23,0,100.3702698,0,0,0
2018/12/24,0,8.43927002,0,0,0
2018/12/25,0,-51.43069458,ÉNÉäÉXÉ}ÉX,0,0
2018/12/26,0,72.27108765,0,0,0
2018/12/27,0,-64.25363159,0,0,0
2018/12/28,0,17.12808228,0,0,0
2018/12/29,0,7.038116455,0,0,0
2018/12/30,0,120.7857666,0,0,0
2018/12/31,0,-117.9609985,ëÂäAì˙,0,0
2019/1/1,0,273.3363647,å≥ì˙,1,3
2019/1/2,0,132.7338257,0,0,0
2019/1/3,0,86.80755615,0,0,0
2019/1/4,0,59.65625,0,0,0
2019/1/5,0,-94.77038574,0,0,0
2019/1/6,0,-145.0639038,0,0,0
2019/1/7,0,-117.2679443,0,0,0
2019/1/8,0,-72.86157227,0,0,0
2019/1/9,0,-29.02249146,0,0,0
2019/1/10,0,-84.61035156,0,0,0
2019/1/11,0,-54.06430054,0,0,0
2019/1/12,0,-36.35229492,éOòAãx,1,3
2019/1/13,0,54.38867188,éOòAãx,1,3
2019/1/14,0,-68.34014893,éOòAãx,0.5,0.5
2019/1/15,0,-61.08731079,0,0,0
2019/1/16,0,93.50201416,0,0,0
