"","date","salesTotal","CustNum","kankou","tabelog","day1_sales","day1_kankou","day1_tabelog","event_impact","GW","お盆","イベント","クリスマス","三連休","交通規制","元日","台風","大晦日","祝日","雨"
"245","2018-03-09",418619,182,2970,976,534294,7004,920,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"246","2018-03-10",1175920,498,7004,1012,418619,3689,976,0,0,0,0,0,0,0,0,0,0,0,0
"247","2018-03-11",1191010,497,3689,980,1175920,2083,1012,0,0,0,0,0,0,0,0,0,0,0,0
"248","2018-03-12",757705,331,2083,875,1191010,1976,980,0,0,0,0,0,0,0,0,0,0,0,0
"249","2018-03-13",633906,287,1976,576,757705,2779,875,0,0,0,0,0,0,0,0,0,0,0,0
"250","2018-03-14",720762,306,2779,812,633906,2702,576,0,0,0,0,0,0,0,0,0,0,0,0
"251","2018-03-15",613300,272,2702,812,720762,3960,812,0,0,0,0,0,0,0,0,0,0,0,0
"252","2018-03-16",617900,289,3960,768,613300,6389,812,0,0,0,0,0,0,0,0,0,0,0,0
"253","2018-03-17",1145700,496,6389,793,617900,6762,768,0,0,0,0,0,0,0,0,0,0,0,0
"254","2018-03-18",1203930,505,6762,931,1145700,4077,793,0,0,0,0,0,0,0,0,0,0,0,0
"255","2018-03-19",736870,332,4077,1106,1203930,2531,931,0,0,0,0,0,0,0,0,0,0,0,0
"256","2018-03-20",777210,319,2531,849,736870,2493,1106,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"257","2018-03-21",800230,317,2493,860,777210,2658,849,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"258","2018-03-22",804760,343,2658,994,800230,4823,860,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"259","2018-03-23",695130,300,4823,760,804760,10615,994,0,0,0,0,0,0,0,0,0,0,0,0
"260","2018-03-24",1129960,428,10615,842,695130,9694,760,0,0,0,0,0,0,0,0,0,0,0,0
"261","2018-03-25",1274550,530,9694,907,1129960,5455,842,0,0,0,0,0,0,0,0,0,0,0,0
"262","2018-03-26",889090,412,5455,753,1274550,5878,907,0,0,0,0,0,0,0,0,0,0,0,0
"263","2018-03-27",744990,332,5878,766,889090,3179,753,0,0,0,0,0,0,0,0,0,0,0,0
"264","2018-03-28",853101,577,3179,666,744990,6074,766,0,0,0,0,0,0,0,0,0,0,0,0
"265","2018-03-29",870690,375,6074,512,853101,6261,666,0,0,0,0,0,0,0,0,0,0,0,0
"266","2018-03-30",895140,384,6261,637,870690,11303,512,0,0,0,0,0,0,0,0,0,0,0,0
"267","2018-03-31",1264250,546,11303,549,895140,9953,637,0,0,0,0,0,0,0,0,0,0,0,0
"268","2018-04-01",1352990,586,9953,847,1264250,5153,549,0,0,0,0,0,0,0,0,0,0,0,0
"269","2018-04-02",840620,363,5153,754,1352990,4396,847,0,0,0,0,0,0,0,0,0,0,0,0
"270","2018-04-03",858750,355,4396,580,840620,3130,754,0,0,0,0,0,0,0,0,0,0,0,0
"271","2018-04-04",835690,366,3130,754,858750,1680,580,0,0,0,0,0,0,0,0,0,0,0,0
"272","2018-04-05",653480,261,1680,501,835690,2568,754,0,0,0,0,0,0,0,0,0,0,0,0
"273","2018-04-06",469874,199,2568,472,653480,3339,501,0,0,0,0,0,0,0,0,0,0,0,0
"274","2018-04-07",971780,385,3339,510,469874,2003,472,0,0,0,0,0,0,0,0,0,0,0,0
"275","2018-04-08",985130,404,2003,894,971780,1286,510,0,0,0,0,0,0,0,0,0,0,0,0
"276","2018-04-09",522530,227,1286,640,985130,2094,894,0,0,0,0,0,0,0,0,0,0,0,0
"277","2018-04-10",534980,215,2094,636,522530,2011,640,0,0,0,0,0,0,0,0,0,0,0,0
"278","2018-04-11",388850,147,2011,612,534980,1553,636,0,0,0,0,0,0,0,0,0,0,0,0
"279","2018-04-12",614810,214,1553,493,388850,1592,612,0,0,0,0,0,0,0,0,0,0,0,0
"280","2018-04-13",483260,214,1592,629,614810,5734,493,0,0,0,0,0,0,0,0,0,0,0,0
"281","2018-04-14",904570,391,5734,722,483260,2976,629,0,0,0,0,0,0,0,0,0,0,0,0
"282","2018-04-15",931900,390,2976,870,904570,1975,722,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"283","2018-04-16",526050,225,1975,1096,931900,1595,870,0,0,0,0,0,0,0,0,0,0,0,0
"284","2018-04-17",572910,213,1595,630,526050,1394,1096,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"285","2018-04-18",364240,162,1394,538,572910,1051,630,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"286","2018-04-19",449780,194,1051,494,364240,1770,538,0,0,0,0,0,0,0,0,0,0,0,0
"287","2018-04-20",546290,219,1770,584,449780,6534,494,0,0,0,0,0,0,0,0,0,0,0,0
"288","2018-04-21",973380,407,6534,806,546290,3229,584,0,0,0,0,0,0,0,0,0,0,0,0
"289","2018-04-22",865980,372,3229,824,973380,1538,806,0,0,0,0,0,0,0,0,0,0,0,0
"290","2018-04-23",473550,205,1538,1104,865980,1531,824,0,0,0,0,0,0,0,0,0,0,0,0
"291","2018-04-24",283880,123,1531,719,473550,1210,1104,0,0,0,0,0,0,0,0,0,0,0,0
"292","2018-04-25",345520,151,1210,665,283880,1653,719,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"293","2018-04-26",381790,170,1653,823,345520,2053,665,0,0,0,0,0,0,0,0,0,0,0,0
"294","2018-04-27",363260,159,2053,670,381790,9612,823,0,0,0,0,0,0,0,0,0,0,0,0
"295","2018-04-28",974210,421,9612,825,363260,8350,670,0,0,0,0,0,0,0,0,0,0,0,0
"296","2018-04-29",1637550,707,8350,1156,974210,6748,825,0,0,0,0,0,0,0,0,0,0,0,0
"297","2018-04-30",1207670,528,6748,1030,1637550,6700,1156,0,0,0,0,0,0,0,0,0,0,0,0
"298","2018-05-01",1017790,473,6700,1093,1207670,11552,1030,0,0,0,0,0,0,0,0,0,0,0,0
"299","2018-05-02",904410,333,11552,1027,1017790,11954,1093,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"300","2018-05-03",1430600,554,11954,1090,904410,13461,1027,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"301","2018-05-04",2136810,816,13461,1314,1430600,9511,1090,0,0,0,0,0,0,0,0,0,0,0,0
"302","2018-05-05",1611380,639,9511,1446,2136810,2431,1314,0,0,0,0,0,0,0,0,0,0,0,0
"303","2018-05-06",935280,405,2431,1138,1611380,1606,1446,0,0,0,0,0,0,0,0,0,0,0,0
"304","2018-05-07",138060,55,1606,822,935280,1227,1138,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"305","2018-05-08",277230,124,1227,658,138060,1601,822,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"306","2018-05-09",356150,148,1601,812,277230,2303,658,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"307","2018-05-10",472810,196,2303,608,356150,2506,812,0,0,0,0,0,0,0,0,0,0,0,0
"308","2018-05-11",326080,133,2506,842,472810,4383,608,0,0,0,0,0,0,0,0,0,0,0,0
"309","2018-05-12",852330,361,4383,442,326080,2964,842,0,0,0,0,0,0,0,0,0,0,0,0
"310","2018-05-13",767140,334,2964,735,852330,1862,442,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"311","2018-05-14",623760,244,1862,835,767140,1840,735,0,0,0,0,0,0,0,0,0,0,0,0
"312","2018-05-15",491660,201,1840,673,623760,2118,835,0,0,0,0,0,0,0,0,0,0,0,0
"313","2018-05-16",547570,241,2118,686,491660,1651,673,0,0,0,0,0,0,0,0,0,0,0,0
"314","2018-05-17",458330,184,1651,540,547570,1802,686,0,0,0,0,0,0,0,0,0,0,0,0
"315","2018-05-18",502710,230,1802,624,458330,4161,540,0,0,0,0,0,0,0,0,0,0,0,0
"316","2018-05-19",876940,386,4161,448,502710,3053,624,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"317","2018-05-20",973260,408,3053,572,876940,1815,448,0,0,0,0,0,0,0,0,0,0,0,0
"318","2018-05-21",438170,196,1815,695,973260,1311,572,0,0,0,0,0,0,0,0,0,0,0,0
"319","2018-05-22",510730,210,1311,597,438170,1525,695,0,0,0,0,0,0,0,0,0,0,0,0
"320","2018-05-23",312470,136,1525,483,510730,1722,597,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"321","2018-05-24",365240,152,1722,628,312470,2040,483,0,0,0,0,0,0,0,0,0,0,0,0
"322","2018-05-25",478810,377,2040,492,365240,4586,628,0,0,0,0,0,0,0,0,0,0,0,0
"323","2018-05-26",859080,370,4586,481,478810,3174,492,0,0,0,0,0,0,0,0,0,0,0,0
"324","2018-05-27",1000660,465,3174,587,859080,1991,481,0,0,0,0,0,0,0,0,0,0,0,0
"325","2018-05-28",636720,252,1991,755,1000660,1894,587,0,0,0,0,0,0,0,0,0,0,0,0
"326","2018-05-29",361740,168,1894,530,636720,1384,755,0,0,0,0,0,0,0,0,0,0,0,0
"327","2018-05-30",345310,140,1384,467,361740,1785,530,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"328","2018-05-31",368780,163,1785,497,345310,3138,467,0,0,0,0,0,0,0,0,0,0,0,0
"329","2018-06-01",20640,8,3138,478,368780,4559,497,0,0,0,0,0,0,0,0,0,0,0,0
"330","2018-06-02",1020990,462,4559,491,20640,3066,478,0,0,0,0,0,0,0,0,0,0,0,0
"331","2018-06-03",892810,364,3066,887,1020990,2462,491,0,0,0,0,0,0,0,0,0,0,0,0
"332","2018-06-04",473170,211,2462,537,892810,2035,887,0,0,0,0,0,0,0,0,0,0,0,0
"333","2018-06-05",413202,180,2035,561,473170,1769,537,0,0,0,0,0,0,0,0,0,0,0,0
"334","2018-06-06",262890,96,1769,535,413202,1254,561,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"335","2018-06-07",243160,122,1254,525,262890,1841,535,0,0,0,0,0,0,0,0,0,0,0,0
"336","2018-06-08",461090,205,1841,426,243160,4440,525,0,0,0,0,0,0,0,0,0,0,0,0
"337","2018-06-09",821600,370,4440,524,461090,2952,426,0,0,0,0,0,0,0,0,0,0,0,0
"338","2018-06-10",727640,317,2952,740,821600,2154,524,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"339","2018-06-11",332040,167,2154,782,727640,1571,740,0,0,0,0,0,0,0,0,0,0,0,0
"340","2018-06-12",376180,150,1571,647,332040,1419,782,0,0,0,0,0,0,0,0,0,0,0,0
"341","2018-06-13",468040,196,1419,554,376180,1260,647,0,0,0,0,0,0,0,0,0,0,0,0
"342","2018-06-14",526820,200,1260,485,468040,2663,554,0,0,0,0,0,0,0,0,0,0,0,0
"343","2018-06-15",8420,4,2663,626,526820,6606,485,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"344","2018-06-16",976050,422,6606,1160,8420,3740,626,0,0,0,0,0,0,0,0,0,0,0,0
"345","2018-06-17",1147390,456,3740,851,976050,1591,1160,0,0,0,0,0,0,0,0,0,0,0,0
"346","2018-06-18",280910,134,1591,643,1147390,757,851,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"347","2018-06-19",297120,118,757,330,280910,1214,643,0,0,0,0,0,0,0,0,0,0,0,0
"348","2018-06-20",210310,80,1214,343,297120,1418,330,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"349","2018-06-21",300350,130,1418,492,210310,1951,343,0,0,0,0,0,0,0,0,0,0,0,0
"350","2018-06-22",469490,194,1951,414,300350,5406,492,0,0,0,0,0,0,0,0,0,0,0,0
"351","2018-06-23",900800,362,5406,465,469490,2858,414,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"352","2018-06-24",1041530,471,2858,886,900800,1957,465,0,0,0,0,0,0,0,0,0,0,0,0
"353","2018-06-25",367680,165,1957,607,1041530,1630,886,0,0,0,0,0,0,0,0,0,0,0,0
"354","2018-06-26",292520,155,1630,423,367680,1784,607,0,0,0,0,0,0,0,0,0,0,0,0
"355","2018-06-27",349690,172,1784,544,292520,1303,423,0,0,0,0,0,0,0,0,0,0,0,0
"356","2018-06-28",512430,201,1303,722,349690,1915,544,0,0,0,0,0,0,0,0,0,0,0,0
"357","2018-06-29",360620,143,1915,624,512430,4300,722,0,0,0,0,0,0,0,0,0,0,0,0
"358","2018-06-30",859970,391,4300,611,360620,1643,624,0,0,0,0,0,0,0,0,0,0,0,0
"359","2018-07-01",996740,455,1643,798,859970,965,611,0,0,0,0,0,0,0,0,0,0,0,0
"360","2018-07-02",448610,196,965,589,996740,1028,798,0,0,0,0,0,0,0,0,0,0,0,0
"361","2018-07-03",323390,127,1028,555,448610,902,589,0,0,0,0,0,0,0,0,0,0,0,0
"362","2018-07-04",315140,123,902,310,323390,987,555,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"363","2018-07-05",387220,161,987,334,315140,1768,310,0,0,0,0,0,0,0,0,0,0,0,0
"364","2018-07-06",280320,126,1768,474,387220,5178,334,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"365","2018-07-07",561100,243,5178,352,280320,2687,474,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"366","2018-07-08",808320,350,2687,410,561100,1667,352,0,0,0,0,0,0,0,0,0,0,0,0
"367","2018-07-09",501090,228,1667,736,808320,1648,410,0,0,0,0,0,0,0,0,0,0,0,0
"368","2018-07-10",418680,191,1648,492,501090,1610,736,0,0,0,0,0,0,0,0,0,0,0,0
"369","2018-07-11",473730,177,1610,416,418680,1787,492,0,0,0,0,0,0,0,0,0,0,0,0
"370","2018-07-12",469380,209,1787,656,473730,3193,416,0,0,0,0,0,0,0,0,0,0,0,0
"371","2018-07-13",513980,222,3193,598,469380,11629,656,0,0,0,0,0,0,0,0,0,0,0,0
"372","2018-07-14",1086700,450,11629,559,513980,11986,598,15,0,0,1,0,0,0,0,0,0,0,0
"373","2018-07-15",1487410,652,11986,876,1086700,4329,559,19.7646826799794,0,0,1,0,1,0,0,0,0,0,0
"374","2018-07-16",1173880,505,4329,926,1487410,2192,876,4.7646826799794,0,0,0,0,1,0,0,0,0,0,0
"375","2018-07-17",368430,163,2192,711,1173880,1109,926,4.7646826799794,0,0,0,0,1,0,0,0,0,0,0
"376","2018-07-18",325470,153,1109,524,368430,1556,711,0,0,0,0,0,0,0,0,0,0,0,0
"377","2018-07-19",384480,162,1556,439,325470,3737,524,0,0,0,0,0,0,0,0,0,0,0,0
"378","2018-07-20",397930,159,3737,427,384480,7396,439,0,0,0,0,0,0,0,0,0,0,0,0
"379","2018-07-21",698970,314,7396,411,397930,6165,427,0,0,0,0,0,0,0,0,0,0,0,0
"380","2018-07-22",819010,375,6165,611,698970,5604,411,0,0,0,0,0,0,0,0,0,0,0,0
"381","2018-07-23",514370,217,5604,714,819010,4656,611,0,0,0,0,0,0,0,0,0,0,0,0
"382","2018-07-24",384010,174,4656,559,514370,4326,714,0,0,0,0,0,0,0,0,0,0,0,0
"383","2018-07-25",431350,217,4326,554,384010,5795,559,0,0,0,0,0,0,0,0,0,0,0,0
"384","2018-07-26",387040,186,5795,431,431350,7644,554,0,0,0,0,0,0,0,0,0,0,0,0
"385","2018-07-27",653200,304,7644,601,387040,9679,431,0,0,0,0,0,0,0,0,0,0,0,0
"386","2018-07-28",532440,246,9679,383,653200,6985,601,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"387","2018-07-29",681620,318,6985,591,532440,5603,383,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"388","2018-07-30",570550,260,5603,760,681620,4342,591,0,0,0,0,0,0,0,0,0,0,0,0
"389","2018-07-31",316310,147,4342,532,570550,4770,760,0,0,0,0,0,0,0,0,0,0,0,0
"390","2018-08-01",566980,289,4770,621,316310,6259,532,0,0,0,0,0,0,0,0,0,0,0,0
"391","2018-08-02",547280,246,6259,657,566980,6749,621,0,0,0,0,0,0,0,0,0,0,0,0
"392","2018-08-03",665290,305,6749,676,547280,7727,657,0,0,0,0,0,0,0,0,0,0,0,0
"393","2018-08-04",860890,393,7727,656,665290,7210,676,0,0,0,0,0,0,0,0,0,0,0,0
"394","2018-08-05",969020,452,7210,693,860890,6890,656,0,0,0,0,0,0,0,0,0,0,0,0
"395","2018-08-06",665270,284,6890,930,969020,7634,693,0,0,0,0,0,0,0,0,0,0,0,0
"396","2018-08-07",561530,238,7634,745,665270,7919,930,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"397","2018-08-08",795010,1137,7919,696,561530,9906,745,0,0,0,0,0,0,0,0,0,0,0,0
"398","2018-08-09",624250,314,9906,752,795010,9631,696,0,0,0,0,0,0,0,0,0,0,0,0
"399","2018-08-10",766360,378,9631,942,624250,12501,752,0,0,0,0,0,0,0,0,0,0,0,0
"400","2018-08-11",1153980,445,12501,1141,766360,11722,942,0,0,0,0,0,0,0,0,0,0,0,0
"401","2018-08-12",1487680,575,11722,1044,1153980,11831,1141,0,0,0,0,0,0,0,0,0,0,0,0
"402","2018-08-13",1593490,625,11831,1149,1487680,10251,1044,32.8518304625706,0,1,0,0,0,0,0,0,0,0,0
"403","2018-08-14",1498350,558,10251,1546,1593490,8342,1149,32.8518304625706,0,1,0,0,0,0,0,0,0,0,0
"404","2018-08-15",1265310,550,8342,1446,1498350,9952,1546,35.9658602542076,0,1,0,0,0,0,0,0,0,0,1
"405","2018-08-16",1097260,518,9952,1224,1265310,10140,1446,0,0,0,0,0,0,0,0,0,0,0,0
"406","2018-08-17",1089100,534,10140,1352,1097260,7045,1224,0,0,0,0,0,0,0,0,0,0,0,0
"407","2018-08-18",965830,449,7045,1078,1089100,7872,1352,0,0,0,0,0,0,0,0,0,0,0,0
"408","2018-08-19",1004790,442,7872,1128,965830,7135,1078,0,0,0,0,0,0,0,0,0,0,0,0
"409","2018-08-20",964350,442,7135,1128,1004790,7499,1128,0,0,0,0,0,0,0,0,0,0,0,0
"410","2018-08-21",809490,368,7499,954,964350,6964,1128,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"411","2018-08-22",861730,380,6964,785,809490,5440,954,0,0,0,0,0,0,0,0,0,0,0,0
"412","2018-08-23",637800,253,5440,1071,861730,5506,785,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"413","2018-08-24",563370,263,5506,602,637800,7444,1071,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"414","2018-08-25",881000,426,7444,675,563370,6906,602,0,0,0,0,0,0,0,0,0,0,0,0
"415","2018-08-26",1005000,463,6906,901,881000,7083,675,0,0,0,0,0,0,0,0,0,0,0,0
"416","2018-08-27",643240,317,7083,882,1005000,5186,901,0,0,0,0,0,0,0,0,0,0,0,0
"417","2018-08-28",626170,298,5186,677,643240,3310,882,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"418","2018-08-29",592490,308,3310,921,626170,4576,677,0,0,0,0,0,0,0,0,0,0,0,0
"419","2018-08-30",683030,317,4576,901,592490,4848,921,0,0,0,0,0,0,0,0,0,0,0,0
"420","2018-08-31",543170,266,4848,1188,683030,3296,901,0,0,0,0,0,0,0,0,0,0,0,0
"421","2018-09-01",878860,385,3296,777,543170,1266,1188,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"422","2018-09-02",876500,398,1266,904,878860,1060,777,0,0,0,0,0,0,0,0,0,0,0,0
"423","2018-09-03",600750,258,1060,1209,876500,1108,904,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"424","2018-09-04",633990,258,1108,632,600750,2417,1209,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"425","2018-09-05",416230,187,2417,661,633990,2731,632,0,0,0,0,0,0,0,0,0,0,0,0
"426","2018-09-06",420780,185,2731,701,416230,2725,661,0,0,0,0,0,0,0,0,0,0,0,0
"427","2018-09-07",496230,240,2725,720,420780,4772,701,0,0,0,0,0,0,0,0,0,0,0,0
"428","2018-09-08",791090,349,4772,542,496230,3438,720,0,0,0,0,0,0,0,0,0,0,0,0
"429","2018-09-09",977120,430,3438,867,791090,3111,542,0,0,0,0,0,0,0,0,0,0,0,0
"430","2018-09-10",496520,202,3111,834,977120,1614,867,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"431","2018-09-11",639950,262,1614,946,496520,1534,834,0,0,0,0,0,0,0,0,0,0,0,0
"432","2018-09-12",584140,256,1534,785,639950,957,946,0,0,0,0,0,0,0,0,0,0,0,0
"433","2018-09-13",609160,264,957,810,584140,1255,785,0,0,0,0,0,0,0,0,0,0,0,0
"434","2018-09-14",545580,233,1255,819,609160,3895,810,0,0,0,0,0,0,0,0,0,0,0,0
"435","2018-09-15",1113980,490,3895,817,545580,2623,819,4.7646826799794,0,0,0,0,1,0,0,0,0,0,0
"436","2018-09-16",1433090,609,2623,1118,1113980,1299,817,4.7646826799794,0,0,0,0,1,0,0,0,0,0,0
"437","2018-09-17",1167600,495,1299,1155,1433090,662,1118,4.7646826799794,0,0,0,0,1,0,0,0,0,0,0
"438","2018-09-18",643450,292,662,907,1167600,707,1155,0,0,0,0,0,0,0,0,0,0,0,0
"439","2018-09-19",548380,234,707,630,643450,1558,907,0,0,0,0,0,0,0,0,0,0,0,0
"440","2018-09-20",531070,211,1558,687,548380,1481,630,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"441","2018-09-21",446140,173,1481,727,531070,4521,687,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"442","2018-09-22",1029840,449,4521,698,446140,4009,727,4.7646826799794,0,0,0,0,1,0,0,0,0,0,0
"443","2018-09-23",1602070,707,4009,1247,1029840,1071,698,4.7646826799794,0,0,0,0,1,0,0,0,0,0,0
"444","2018-09-24",1041870,438,1071,1142,1602070,2230,1247,4.7646826799794,0,0,0,0,1,0,0,0,0,0,0
"445","2018-09-25",558740,230,2230,876,1041870,2772,1142,0,0,0,0,0,0,0,0,0,0,0,0
"446","2018-09-26",632550,245,2772,751,558740,2994,876,0,0,0,0,0,0,0,0,0,0,0,0
"447","2018-09-27",361800,172,2994,619,632550,2789,751,0,0,0,0,0,0,0,0,0,0,0,0
"448","2018-09-28",489270,209,2789,604,361800,4871,619,0,0,0,0,0,0,0,0,0,0,0,0
"449","2018-09-29",601220,252,4871,568,489270,3968,604,0,0,0,0,0,0,0,0,0,0,0,0
"450","2018-09-30",113190,54,3968,638,601220,1881,568,-13.7694659949776,0,0,0,0,0,0,0,1,0,0,0
"451","2018-10-01",195090,79,1881,699,113190,1772,638,0,0,0,0,0,0,0,0,0,0,0,0
"452","2018-10-02",318710,123,1772,492,195090,2119,699,0,0,0,0,0,0,0,0,0,0,0,0
"453","2018-10-03",560590,262,2119,402,318710,1853,492,0,0,0,0,0,0,0,0,0,0,0,0
"454","2018-10-04",414630,151,1853,445,560590,2393,402,0,0,0,0,0,0,0,0,0,0,0,0
"455","2018-10-05",501140,189,2393,494,414630,8672,445,0,0,0,0,0,0,0,0,0,0,0,0
"456","2018-10-06",921920,403,8672,376,501140,8715,494,4.7646826799794,0,0,0,0,1,0,0,0,0,0,0
"457","2018-10-07",1425820,630,8715,713,921920,4054,376,4.7646826799794,0,0,0,0,1,0,0,0,0,0,0
"458","2018-10-08",1162070,445,4054,1033,1425820,2571,713,4.7646826799794,0,0,0,0,1,0,0,0,0,0,0
"459","2018-10-09",589180,258,2571,650,1162070,2666,1033,0,0,0,0,0,0,0,0,0,0,0,0
"460","2018-10-10",601710,252,2666,421,589180,1889,650,0,0,0,0,0,0,0,0,0,0,0,0
"461","2018-10-11",302470,124,1889,543,601710,1546,421,3.11402979163698,0,0,0,0,0,0,0,0,0,0,1
"462","2018-10-12",499730,214,1546,548,302470,3139,543,0,0,0,0,0,0,0,0,0,0,0,0
"463","2018-10-13",1069180,409,3139,360,499730,2658,548,0,0,0,0,0,0,0,0,0,0,0,0
"464","2018-10-14",1075300,454,2658,869,1069180,1869,360,0,0,0,0,0,0,0,0,0,0,0,0
"465","2018-10-15",750500,305,1869,589,1075300,2210,869,0,0,0,0,0,0,0,0,0,0,0,0
"466","2018-10-16",492560,222,2210,626,750500,2093,589,0,0,0,0,0,0,0,0,0,0,0,0
"467","2018-10-17",552400,222,2093,514,492560,2072,626,0,0,0,0,0,0,0,0,0,0,0,0
"468","2018-10-18",630820,262,2072,567,552400,3239,514,0,0,0,0,0,0,0,0,0,0,0,0
"469","2018-10-19",443940,197,3239,711,630820,5573,567,0,0,0,0,0,0,0,0,0,0,0,0
"470","2018-10-20",1021970,430,5573,591,443940,2824,711,0,0,0,0,0,0,0,0,0,0,0,0
"471","2018-10-21",1080210,466,2824,551,1021970,1657,591,0,0,0,0,0,0,0,0,0,0,0,0
"472","2018-10-22",706740,305,1657,555,1080210,2141,551,0,0,0,0,0,0,0,0,0,0,0,0
"473","2018-10-23",689210,241,2141,585,706740,2483,555,0,0,0,0,0,0,0,0,0,0,0,0
"474","2018-10-24",589860,233,2483,724,689210,1740,585,0,0,0,0,0,0,0,0,0,0,0,0
"475","2018-10-25",698810,268,1740,729,589860,4426,724,0,0,0,0,0,0,0,0,0,0,0,0
"476","2018-10-26",649920,264,4426,617,698810,8322,729,0,0,0,0,0,0,0,0,0,0,0,0
"477","2018-10-27",1019400,418,8322,505,649920,6033,617,0,0,0,0,0,0,0,0,0,0,0,0
"478","2018-10-28",1088540,448,6033,854,1019400,3783,505,0,0,0,0,0,0,0,0,0,0,0,0
"479","2018-10-29",689590,313,3783,844,1088540,3331,854,0,0,0,0,0,0,0,0,0,0,0,0
"480","2018-10-30",494110,226,3331,568,689590,2120,844,0,0,0,0,0,0,0,0,0,0,0,0
"481","2018-10-31",392830,175,2120,493,494110,2468,568,0,0,0,0,0,0,0,0,0,0,0,0
"482","2018-11-01",612000,261,2468,598,392830,4417,493,0,0,0,0,0,0,0,0,0,0,0,0
"483","2018-11-02",613310,268,4417,712,612000,9681,598,0,0,0,0,0,0,0,0,0,0,0,0
"484","2018-11-03",1281640,499,9681,1185,613310,4737,712,0,0,0,0,0,0,0,0,0,0,0,0
"485","2018-11-04",1214550,499,4737,818,1281640,3026,1185,0,0,0,0,0,0,0,0,0,0,0,0
